area,ethnicity,age_group,sex,value
Canterbury,European/Pacific Peoples,15-19,M,189
Canterbury,European/Pacific Peoples,15-19,F,162
Canterbury,European/Asian,15-19,M,147
Canterbury,European/Asian,15-19,F,156
Canterbury,European/MELAA,15-19,M,30
Canterbury,European/MELAA,15-19,F,15
Canterbury,European/Other Ethnicity,15-19,M,30
Canterbury,European/Other Ethnicity,15-19,F,15
Canterbury,Maori/Pacific Peoples,15-19,M,60
Canterbury,Maori/Pacific Peoples,15-19,F,30
Canterbury,Maori/Asian,15-19,M,6
Canterbury,Maori/Asian,15-19,F,9
Canterbury,Maori/Other Ethnicity,15-19,M,3
Canterbury,Maori/Other Ethnicity,15-19,F,3
Canterbury,Pacific Peoples/Asian,15-19,M,6
Canterbury,Pacific Peoples/Asian,15-19,F,6
Canterbury,Pacific Peoples/Other Ethnicity,15-19,F,3
Canterbury,Asian/MELAA,15-19,M,3
Canterbury,Asian/MELAA,15-19,F,3
Canterbury,Asian/Other Ethnicity,15-19,M,6
Canterbury,Asian/Other Ethnicity,15-19,F,3
Canterbury,MELAA/Other Ethnicity,15-19,M,3
Canterbury,European/Maori/Pacific Peoples,15-19,M,63
Canterbury,European/Maori/Pacific Peoples,15-19,F,87
Canterbury,European/Maori/Asian,15-19,M,21
Canterbury,European/Maori/Asian,15-19,F,21
Canterbury,European/Maori/MELAA,15-19,F,3
Canterbury,European/Maori/Other Ethnicity,15-19,M,3
Canterbury,European/Maori/Other Ethnicity,15-19,F,3
Canterbury,European/MELAA/Other Ethnicity,15-19,M,3
Canterbury,Pacific Peoples/European/Asian,15-19,M,9
Canterbury,Pacific Peoples/European/Asian,15-19,F,12
Canterbury,Pacific Peoples/European/MELAA,15-19,F,3
Canterbury,Asian/MELAA/European,15-19,M,3
Canterbury,Asian/European/Other Ethnicity,15-19,F,3
Canterbury,Four ethnic groups,15-19,M,15
Canterbury,Four ethnic groups,15-19,F,3
Canterbury,Not Elsewhere Included,15-19,M,834
Canterbury,Not Elsewhere Included,15-19,F,813
Otago,European,15-19,M,5808
Otago,European,15-19,F,6117
Otago,Maori,15-19,M,261
Otago,Maori,15-19,F,228
Otago,Pacific Peoples,15-19,M,99
Otago,Pacific Peoples,15-19,F,120
Otago,Asian,15-19,M,591
Otago,Asian,15-19,F,714
Otago,MELAA,15-19,M,75
Otago,MELAA,15-19,F,78
Otago,Other,15-19,M,84
Otago,Other,15-19,F,69
Otago,European/Maori,15-19,M,531
Otago,European/Maori,15-19,F,624
Otago,European/Pacific Peoples,15-19,M,78
Otago,European/Pacific Peoples,15-19,F,99
Otago,European/Asian,15-19,M,72
Otago,European/Asian,15-19,F,87
Otago,European/MELAA,15-19,M,3
Otago,European/MELAA,15-19,F,12
Otago,European/Other Ethnicity,15-19,M,12
Otago,European/Other Ethnicity,15-19,F,15
Otago,Maori/Pacific Peoples,15-19,M,12
Otago,Maori/Pacific Peoples,15-19,F,12
Otago,Maori/Asian,15-19,F,3
Otago,Pacific Peoples/Asian,15-19,M,6
Otago,Pacific Peoples/Asian,15-19,F,3
Otago,European/Maori/Pacific Peoples,15-19,M,18
Otago,European/Maori/Pacific Peoples,15-19,F,36
Otago,European/Maori/Asian,15-19,M,6
Otago,European/Maori/Asian,15-19,F,6
Otago,European/Maori/MELAA,15-19,M,6
Otago,Pacific Peoples/European/Asian,15-19,F,3
Otago,Asian/MELAA/European,15-19,M,3
Otago,Four ethnic groups,15-19,M,3
Otago,Four ethnic groups,15-19,F,3
Otago,Not Elsewhere Included,15-19,M,384
Otago,Not Elsewhere Included,15-19,F,411
Southland,European,15-19,M,2178
Southland,European,15-19,F,2031
Southland,Maori,15-19,M,246
Southland,Maori,15-19,F,186
Southland,Pacific Peoples,15-19,M,45
Southland,Pacific Peoples,15-19,F,36
Southland,Asian,15-19,M,90
Southland,Asian,15-19,F,72
Southland,MELAA,15-19,M,9
Southland,MELAA,15-19,F,3
Southland,Other,15-19,M,36
Southland,Other,15-19,F,30
Southland,European/Maori,15-19,M,318
Southland,European/Maori,15-19,F,294
Southland,European/Pacific Peoples,15-19,M,18
Southland,European/Pacific Peoples,15-19,F,24
Southland,European/Asian,15-19,M,9
Southland,European/Asian,15-19,F,9
Southland,European/MELAA,15-19,M,3
Southland,European/Other Ethnicity,15-19,F,6
Southland,Maori/Pacific Peoples,15-19,M,12
Southland,Maori/Pacific Peoples,15-19,F,9
Southland,Pacific Peoples/Asian,15-19,M,3
Southland,European/Maori/Pacific Peoples,15-19,M,9
Southland,European/Maori/Pacific Peoples,15-19,F,9
Southland,European/Maori/Asian,15-19,M,3
Southland,European/Maori/Other Ethnicity,15-19,M,3
Southland,European/Maori/Other Ethnicity,15-19,F,3
Southland,Pacific Peoples/European/Asian,15-19,M,3
Southland,Four ethnic groups,15-19,M,6
Southland,Five ethnic groups,15-19,M,3
Southland,Not Elsewhere Included,15-19,M,132
Southland,Not Elsewhere Included,15-19,F,126
Northland,European,20-24,M,1416
Northland,European,20-24,F,1476
Northland,Maori,20-24,M,777
Northland,Maori,20-24,F,771
Northland,Pacific Peoples,20-24,M,48
Northland,Pacific Peoples,20-24,F,39
Northland,Asian,20-24,M,129
Northland,Asian,20-24,F,66
Northland,MELAA,20-24,M,3
Northland,MELAA,20-24,F,3
Northland,Other,20-24,M,42
Northland,Other,20-24,F,21
Northland,European/Maori,20-24,M,489
Northland,European/Maori,20-24,F,663
Northland,European/Pacific Peoples,20-24,M,24
Northland,European/Pacific Peoples,20-24,F,39
Northland,European/Asian,20-24,M,12
Northland,European/Asian,20-24,F,9
Northland,European/MELAA,20-24,F,3
Northland,European/Other Ethnicity,20-24,M,3
Northland,European/Other Ethnicity,20-24,F,6
Northland,Maori/Pacific Peoples,20-24,M,27
Northland,Maori/Pacific Peoples,20-24,F,33
Northland,Maori/Asian,20-24,F,9
Northland,Asian/Other Ethnicity,20-24,F,3
Northland,European/Maori/Pacific Peoples,20-24,M,24
Northland,European/Maori/Pacific Peoples,20-24,F,33
Northland,European/Maori/Asian,20-24,M,6
Northland,European/Maori/Asian,20-24,F,6
Northland,European/Maori/MELAA,20-24,M,3
Northland,Pacific Peoples/European/Asian,20-24,M,3
Northland,Maori/Asian/MELAA,20-24,M,3
Northland,Four ethnic groups,20-24,M,3
Northland,Four ethnic groups,20-24,F,3
Northland,Not Elsewhere Included,20-24,M,414
Northland,Not Elsewhere Included,20-24,F,429
Auckland,European,20-24,M,19875
Auckland,European,20-24,F,20373
Auckland,Maori,20-24,M,2118
Auckland,Maori,20-24,F,2241
Auckland,Pacific Peoples,20-24,M,5937
Auckland,Pacific Peoples,20-24,F,6672
Auckland,Asian,20-24,M,14943
Auckland,Asian,20-24,F,13248
Auckland,MELAA,20-24,M,1104
Auckland,MELAA,20-24,F,981
Auckland,Other,20-24,M,405
Auckland,Other,20-24,F,252
Auckland,European/Maori,20-24,M,2631
Auckland,European/Maori,20-24,F,3216
Auckland,European/Pacific Peoples,20-24,M,948
Auckland,European/Pacific Peoples,20-24,F,1056
Auckland,European/Asian,20-24,M,420
Auckland,European/Asian,20-24,F,483
Auckland,European/MELAA,20-24,M,57
Auckland,European/MELAA,20-24,F,81
Auckland,European/Other Ethnicity,20-24,M,51
Auckland,European/Other Ethnicity,20-24,F,33
Auckland,Maori/Pacific Peoples,20-24,M,498
Auckland,Maori/Pacific Peoples,20-24,F,597
Auckland,Maori/Asian,20-24,M,42
Auckland,Maori/Asian,20-24,F,39
Auckland,Maori/MELAA,20-24,M,6
Auckland,Maori/MELAA,20-24,F,12
Auckland,Maori/Other Ethnicity,20-24,M,6
Auckland,Maori/Other Ethnicity,20-24,F,3
Auckland,Pacific Peoples/Asian,20-24,M,180
Auckland,Pacific Peoples/Asian,20-24,F,174
Auckland,Pacific Peoples/MELAA,20-24,M,9
Auckland,Pacific Peoples/MELAA,20-24,F,9
Auckland,Pacific Peoples/Other Ethnicity,20-24,M,6
Auckland,Pacific Peoples/Other Ethnicity,20-24,F,9
Auckland,Asian/MELAA,20-24,M,9
Auckland,Asian/MELAA,20-24,F,9
Auckland,Asian/Other Ethnicity,20-24,M,39
Auckland,Asian/Other Ethnicity,20-24,F,36
Auckland,MELAA/Other Ethnicity,20-24,M,3
Auckland,MELAA/Other Ethnicity,20-24,F,3
Auckland,European/Maori/Pacific Peoples,20-24,M,372
Auckland,European/Maori/Pacific Peoples,20-24,F,486
Auckland,European/Maori/Asian,20-24,M,63
Auckland,European/Maori/Asian,20-24,F,66
Auckland,European/Maori/MELAA,20-24,M,9
Auckland,European/Maori/MELAA,20-24,F,9
Auckland,European/Maori/Other Ethnicity,20-24,M,12
Auckland,European/Maori/Other Ethnicity,20-24,F,9
Auckland,Pacific Peoples/European/Asian,20-24,M,51
Auckland,Pacific Peoples/European/Asian,20-24,F,57
Auckland,Pacific Peoples/European/MELAA,20-24,M,3
Auckland,Pacific Peoples/European/MELAA,20-24,F,3
Auckland,Pacific Peoples/European/Other Ethnicity,20-24,M,3
Auckland,Asian/MELAA/European,20-24,F,6
Auckland,Asian/European/Other Ethnicity,20-24,M,3
Auckland,Maori/Pacific Peoples/Asian,20-24,M,21
Auckland,Maori/Pacific Peoples/Asian,20-24,F,33
Auckland,Maori/Pacific Peoples/MELAA,20-24,F,3
Auckland,Asian/Pacific Peoples/MELAA,20-24,F,3
Auckland,Four ethnic groups,20-24,M,36
Auckland,Four ethnic groups,20-24,F,45
Auckland,Not Elsewhere Included,20-24,M,4200
Auckland,Not Elsewhere Included,20-24,F,3909
Waikato,European,20-24,M,6951
Waikato,European,20-24,F,7089
Waikato,Maori,20-24,M,1716
Waikato,Maori,20-24,F,1662
Waikato,Pacific Peoples,20-24,M,348
Waikato,Pacific Peoples,20-24,F,303
Waikato,Asian,20-24,M,1269
Waikato,Asian,20-24,F,1083
Waikato,MELAA,20-24,M,186
Waikato,MELAA,20-24,F,135
Waikato,Other,20-24,M,180
Waikato,Other,20-24,F,102
Waikato,European/Maori,20-24,M,1329
Waikato,European/Maori,20-24,F,1728
Waikato,European/Pacific Peoples,20-24,M,90
Waikato,European/Pacific Peoples,20-24,F,126
Waikato,European/Asian,20-24,M,78
Waikato,European/Asian,20-24,F,75
Waikato,European/MELAA,20-24,M,9
Waikato,European/MELAA,20-24,F,12
Waikato,European/Other Ethnicity,20-24,M,18
Waikato,European/Other Ethnicity,20-24,F,15
Waikato,Maori/Pacific Peoples,20-24,M,120
Waikato,Maori/Pacific Peoples,20-24,F,99
Waikato,Maori/Asian,20-24,M,3
Waikato,Maori/Asian,20-24,F,9
Waikato,Pacific Peoples/Asian,20-24,M,3
Waikato,Pacific Peoples/Asian,20-24,F,6
Waikato,Asian/MELAA,20-24,F,3
Waikato,Asian/Other Ethnicity,20-24,M,3
Waikato,Asian/Other Ethnicity,20-24,F,3
Waikato,MELAA/Other Ethnicity,20-24,M,3
Waikato,European/Maori/Pacific Peoples,20-24,M,72
Waikato,European/Maori/Pacific Peoples,20-24,F,93
Waikato,European/Maori/Asian,20-24,M,21
Waikato,European/Maori/Asian,20-24,F,18
Waikato,European/Maori/MELAA,20-24,M,3
Waikato,European/Maori/MELAA,20-24,F,3
Waikato,European/Maori/Other Ethnicity,20-24,M,9
Waikato,European/Maori/Other Ethnicity,20-24,F,6
Waikato,Pacific Peoples/European/Asian,20-24,M,9
Waikato,Pacific Peoples/European/Asian,20-24,F,3
Waikato,Asian/European/Other Ethnicity,20-24,F,3
Waikato,Maori/Pacific Peoples/Asian,20-24,M,3
Waikato,Maori/Pacific Peoples/Asian,20-24,F,3
Waikato,Four ethnic groups,20-24,M,3
Waikato,Four ethnic groups,20-24,F,3
Waikato,Not Elsewhere Included,20-24,M,936
Waikato,Not Elsewhere Included,20-24,F,906
Bay of Plenty,European,20-24,M,3096
Bay of Plenty,European,20-24,F,3303
Bay of Plenty,Maori,20-24,M,1272
Bay of Plenty,Maori,20-24,F,1359
Bay of Plenty,Pacific Peoples,20-24,M,144
Bay of Plenty,Pacific Peoples,20-24,F,117
Bay of Plenty,Asian,20-24,M,804
Bay of Plenty,Asian,20-24,F,357
Bay of Plenty,MELAA,20-24,M,30
Bay of Plenty,MELAA,20-24,F,30
Bay of Plenty,Other,20-24,M,60
Bay of Plenty,Other,20-24,F,45
Bay of Plenty,European/Maori,20-24,M,852
Bay of Plenty,European/Maori,20-24,F,1041
Bay of Plenty,European/Pacific Peoples,20-24,M,36
Bay of Plenty,European/Pacific Peoples,20-24,F,54
Bay of Plenty,European/Asian,20-24,M,18
Bay of Plenty,European/Asian,20-24,F,33
Bay of Plenty,European/MELAA,20-24,M,6
Bay of Plenty,European/MELAA,20-24,F,6
Bay of Plenty,European/Other Ethnicity,20-24,M,6
Bay of Plenty,European/Other Ethnicity,20-24,F,6
Bay of Plenty,Maori/Pacific Peoples,20-24,M,45
Bay of Plenty,Maori/Pacific Peoples,20-24,F,63
Bay of Plenty,Maori/Asian,20-24,M,6
Bay of Plenty,Maori/Asian,20-24,F,6
Bay of Plenty,Maori/MELAA,20-24,F,3
Bay of Plenty,Pacific Peoples/Asian,20-24,M,3
Bay of Plenty,Pacific Peoples/Asian,20-24,F,3
Bay of Plenty,Asian/Other Ethnicity,20-24,M,3
Bay of Plenty,European/Maori/Pacific Peoples,20-24,M,48
Bay of Plenty,European/Maori/Pacific Peoples,20-24,F,48
Bay of Plenty,European/Maori/Asian,20-24,M,6
Bay of Plenty,European/Maori/Asian,20-24,F,12
Bay of Plenty,European/Maori/Other Ethnicity,20-24,M,6
Bay of Plenty,European/Maori/Other Ethnicity,20-24,F,3
Bay of Plenty,Pacific Peoples/European/Asian,20-24,F,3
Bay of Plenty,Four ethnic groups,20-24,F,3
Bay of Plenty,Not Elsewhere Included,20-24,M,657
Bay of Plenty,Not Elsewhere Included,20-24,F,633
Gisborne,European,20-24,M,372
Gisborne,European,20-24,F,345
Gisborne,Maori,20-24,M,429
Gisborne,Maori,20-24,F,468
Gisborne,Pacific Peoples,20-24,M,30
Gisborne,Pacific Peoples,20-24,F,24
Gisborne,Asian,20-24,M,57
Gisborne,Asian,20-24,F,15
Gisborne,MELAA,20-24,M,6
Gisborne,MELAA,20-24,F,9
Gisborne,Other,20-24,M,18
Gisborne,Other,20-24,F,6
Gisborne,European/Maori,20-24,M,162
Gisborne,European/Maori,20-24,F,255
Gisborne,European/Pacific Peoples,20-24,M,6
Gisborne,European/Asian,20-24,F,3
Gisborne,Maori/Pacific Peoples,20-24,M,9
Gisborne,Maori/Pacific Peoples,20-24,F,15
Gisborne,Maori/Asian,20-24,M,3
Gisborne,European/Maori/Pacific Peoples,20-24,M,6
Gisborne,European/Maori/Pacific Peoples,20-24,F,12
Gisborne,European/Maori/Asian,20-24,F,3
Gisborne,Not Elsewhere Included,20-24,M,126
Gisborne,Not Elsewhere Included,20-24,F,117
Hawke's Bay,European,20-24,M,1926
Hawke's Bay,European,20-24,F,2043
Hawke's Bay,Maori,20-24,M,600
Hawke's Bay,Maori,20-24,F,777
Hawke's Bay,Pacific Peoples,20-24,M,180
Hawke's Bay,Pacific Peoples,20-24,F,126
Hawke's Bay,Asian,20-24,M,204
Hawke's Bay,Asian,20-24,F,156
Hawke's Bay,MELAA,20-24,M,30
Hawke's Bay,MELAA,20-24,F,9
Hawke's Bay,Other,20-24,M,45
Hawke's Bay,Other,20-24,F,27
Hawke's Bay,European/Maori,20-24,M,438
Hawke's Bay,European/Maori,20-24,F,513
Hawke's Bay,European/Pacific Peoples,20-24,M,21
Hawke's Bay,European/Pacific Peoples,20-24,F,27
Hawke's Bay,European/Asian,20-24,M,12
Hawke's Bay,European/Asian,20-24,F,18
Hawke's Bay,European/MELAA,20-24,M,3
Hawke's Bay,European/MELAA,20-24,F,3
Hawke's Bay,European/Other Ethnicity,20-24,M,6
Hawke's Bay,European/Other Ethnicity,20-24,F,3
Hawke's Bay,Maori/Pacific Peoples,20-24,M,24
Hawke's Bay,Maori/Pacific Peoples,20-24,F,33
Hawke's Bay,Maori/Asian,20-24,M,6
Hawke's Bay,Maori/Asian,20-24,F,3
Hawke's Bay,Maori/MELAA,20-24,F,3
Hawke's Bay,Maori/Other Ethnicity,20-24,M,3
Hawke's Bay,European/Maori/Pacific Peoples,20-24,M,21
Hawke's Bay,European/Maori/Pacific Peoples,20-24,F,30
Hawke's Bay,European/Maori/Asian,20-24,M,3
Hawke's Bay,European/Maori/Asian,20-24,F,6
Hawke's Bay,European/Maori/Other Ethnicity,20-24,M,3
Hawke's Bay,European/Maori/Other Ethnicity,20-24,F,3
Hawke's Bay,Pacific Peoples/European/Asian,20-24,F,3
Hawke's Bay,Four ethnic groups,20-24,M,3
Hawke's Bay,Not Elsewhere Included,20-24,M,318
Hawke's Bay,Not Elsewhere Included,20-24,F,297
Taranaki,European,20-24,M,1950
Taranaki,European,20-24,F,1896
Taranaki,Maori,20-24,M,330
Taranaki,Maori,20-24,F,231
Taranaki,Pacific Peoples,20-24,M,18
Taranaki,Pacific Peoples,20-24,F,18
Taranaki,Asian,20-24,M,159
Taranaki,Asian,20-24,F,120
Taranaki,MELAA,20-24,M,6
Taranaki,MELAA,20-24,F,3
Taranaki,Other,20-24,M,45
Taranaki,Other,20-24,F,30
Taranaki,European/Maori,20-24,M,321
Taranaki,European/Maori,20-24,F,378
Taranaki,European/Pacific Peoples,20-24,M,12
Taranaki,European/Pacific Peoples,20-24,F,9
Taranaki,European/Asian,20-24,M,15
Taranaki,European/Asian,20-24,F,12
Taranaki,European/MELAA,20-24,M,3
Taranaki,European/Other Ethnicity,20-24,M,9
Taranaki,European/Other Ethnicity,20-24,F,3
Taranaki,Maori/Pacific Peoples,20-24,M,6
Taranaki,Maori/Pacific Peoples,20-24,F,9
Taranaki,Maori/Asian,20-24,M,3
Taranaki,Maori/Asian,20-24,F,3
Taranaki,Maori/Other Ethnicity,20-24,F,3
Taranaki,Pacific Peoples/Asian,20-24,F,3
Taranaki,Pacific Peoples/Other Ethnicity,20-24,M,3
Taranaki,European/Maori/Pacific Peoples,20-24,M,6
Taranaki,European/Maori/Pacific Peoples,20-24,F,15
Taranaki,European/Maori/Asian,20-24,F,3
Taranaki,European/Maori/Other Ethnicity,20-24,F,3
Taranaki,Asian/MELAA/European,20-24,M,3
Taranaki,Maori/Pacific Peoples/Asian,20-24,F,3
Taranaki,Four ethnic groups,20-24,F,3
Taranaki,Not Elsewhere Included,20-24,M,225
Taranaki,Not Elsewhere Included,20-24,F,213
Manawatu-Wanganui,European,20-24,M,4266
Manawatu-Wanganui,European,20-24,F,4341
Manawatu-Wanganui,Maori,20-24,M,795
Manawatu-Wanganui,Maori,20-24,F,687
Manawatu-Wanganui,Pacific Peoples,20-24,M,192
Manawatu-Wanganui,Pacific Peoples,20-24,F,156
Manawatu-Wanganui,Asian,20-24,M,516
Manawatu-Wanganui,Asian,20-24,F,543
Manawatu-Wanganui,MELAA,20-24,M,90
Manawatu-Wanganui,MELAA,20-24,F,36
Manawatu-Wanganui,Other,20-24,M,129
Manawatu-Wanganui,Other,20-24,F,81
Manawatu-Wanganui,European/Maori,20-24,M,774
Manawatu-Wanganui,European/Maori,20-24,F,1008
Manawatu-Wanganui,European/Pacific Peoples,20-24,M,81
Manawatu-Wanganui,European/Pacific Peoples,20-24,F,66
Manawatu-Wanganui,European/Asian,20-24,M,42
Manawatu-Wanganui,European/Asian,20-24,F,54
Manawatu-Wanganui,European/MELAA,20-24,M,12
Manawatu-Wanganui,European/MELAA,20-24,F,6
Manawatu-Wanganui,European/Other Ethnicity,20-24,M,12
Manawatu-Wanganui,European/Other Ethnicity,20-24,F,9
Manawatu-Wanganui,Maori/Pacific Peoples,20-24,M,48
Manawatu-Wanganui,Maori/Pacific Peoples,20-24,F,42
Manawatu-Wanganui,Maori/Asian,20-24,M,6
Manawatu-Wanganui,Maori/Asian,20-24,F,6
Manawatu-Wanganui,Pacific Peoples/Asian,20-24,M,6
Manawatu-Wanganui,Pacific Peoples/Asian,20-24,F,3
Manawatu-Wanganui,Pacific Peoples/Other Ethnicity,20-24,M,3
Manawatu-Wanganui,European/Maori/Pacific Peoples,20-24,M,39
Manawatu-Wanganui,European/Maori/Pacific Peoples,20-24,F,42
Manawatu-Wanganui,European/Maori/Asian,20-24,M,15
Manawatu-Wanganui,European/Maori/Asian,20-24,F,9
Manawatu-Wanganui,European/Maori/MELAA,20-24,M,3
Manawatu-Wanganui,European/Maori/MELAA,20-24,F,3
Manawatu-Wanganui,European/Maori/Other Ethnicity,20-24,M,3
Manawatu-Wanganui,European/Maori/Other Ethnicity,20-24,F,3
Manawatu-Wanganui,Pacific Peoples/European/Asian,20-24,F,3
Manawatu-Wanganui,Maori/Pacific Peoples/MELAA,20-24,F,3
Manawatu-Wanganui,Pacific Peoples/Maori/Other Ethnicity,20-24,M,3
Manawatu-Wanganui,Four ethnic groups,20-24,M,3
Manawatu-Wanganui,Not Elsewhere Included,20-24,M,555
Manawatu-Wanganui,Not Elsewhere Included,20-24,F,501
Wellington,European,20-24,M,9669
Wellington,European,20-24,F,10506
Wellington,Maori,20-24,M,828
Wellington,Maori,20-24,F,900
Wellington,Pacific Peoples,20-24,M,924
Wellington,Pacific Peoples,20-24,F,1008
Wellington,Asian,20-24,M,1752
Wellington,Asian,20-24,F,1788
Wellington,MELAA,20-24,M,243
Wellington,MELAA,20-24,F,228
Wellington,Other,20-24,M,252
Wellington,Other,20-24,F,192
Wellington,European/Maori,20-24,M,1341
Wellington,European/Maori,20-24,F,1623
Wellington,European/Pacific Peoples,20-24,M,255
Wellington,European/Pacific Peoples,20-24,F,282
Wellington,European/Asian,20-24,M,162
Wellington,European/Asian,20-24,F,213
Wellington,European/MELAA,20-24,M,27
Wellington,European/MELAA,20-24,F,39
Wellington,European/Other Ethnicity,20-24,M,39
Wellington,European/Other Ethnicity,20-24,F,24
Wellington,Maori/Pacific Peoples,20-24,M,117
Wellington,Maori/Pacific Peoples,20-24,F,135
Wellington,Maori/Asian,20-24,M,12
Wellington,Maori/Asian,20-24,F,18
Wellington,Maori/MELAA,20-24,M,3
Wellington,Maori/MELAA,20-24,F,3
Wellington,Pacific Peoples/Asian,20-24,M,18
Wellington,Pacific Peoples/Asian,20-24,F,24
Wellington,Pacific Peoples/Other Ethnicity,20-24,M,3
Wellington,Asian/Other Ethnicity,20-24,M,9
Wellington,Asian/Other Ethnicity,20-24,F,12
Wellington,European/Maori/Pacific Peoples,20-24,M,135
Wellington,European/Maori/Pacific Peoples,20-24,F,114
Wellington,European/Maori/Asian,20-24,M,18
Wellington,European/Maori/Asian,20-24,F,18
Wellington,European/Maori/MELAA,20-24,M,6
Wellington,European/Maori/MELAA,20-24,F,6
Wellington,European/Maori/Other Ethnicity,20-24,M,12
Wellington,European/Maori/Other Ethnicity,20-24,F,9
Wellington,Pacific Peoples/European/Asian,20-24,M,12
Wellington,Pacific Peoples/European/Asian,20-24,F,12
Wellington,Pacific Peoples/European/MELAA,20-24,M,3
Wellington,Pacific Peoples/European/Other Ethnicity,20-24,F,3
Wellington,Maori/Pacific Peoples/Asian,20-24,M,3
Wellington,Maori/Pacific Peoples/Asian,20-24,F,3
Wellington,Asian/Pacific Peoples/MELAA,20-24,M,3
Wellington,Asian/Pacific Peoples/Other Ethnicity,20-24,M,3
Wellington,Four ethnic groups,20-24,M,9
Wellington,Four ethnic groups,20-24,F,9
Wellington,Not Elsewhere Included,20-24,M,1251
Wellington,Not Elsewhere Included,20-24,F,1134
Tasman,European,20-24,M,714
Tasman,European,20-24,F,663
Tasman,Maori,20-24,M,39
Tasman,Maori,20-24,F,30
Tasman,Pacific Peoples,20-24,M,12
Tasman,Pacific Peoples,20-24,F,6
Tasman,Asian,20-24,M,15
Tasman,Asian,20-24,F,30
Tasman,MELAA,20-24,M,3
Tasman,Other,20-24,M,24
Tasman,Other,20-24,F,12
Tasman,European/Maori,20-24,M,63
Tasman,European/Maori,20-24,F,63
Tasman,European/Pacific Peoples,20-24,M,6
Tasman,European/Pacific Peoples,20-24,F,6
Tasman,European/Asian,20-24,M,3
Tasman,European/Asian,20-24,F,3
Tasman,European/MELAA,20-24,F,3
Tasman,Maori/Pacific Peoples,20-24,F,3
Tasman,European/Maori/Pacific Peoples,20-24,M,3
Tasman,Asian/European/Other Ethnicity,20-24,M,3
Tasman,Four ethnic groups,20-24,M,3
Tasman,Not Elsewhere Included,20-24,M,54
Tasman,Not Elsewhere Included,20-24,F,63
Nelson,European,20-24,M,813
Nelson,European,20-24,F,813
Nelson,Maori,20-24,M,63
Nelson,Maori,20-24,F,48
Nelson,Pacific Peoples,20-24,M,9
Nelson,Pacific Peoples,20-24,F,9
Nelson,Asian,20-24,M,75
Nelson,Asian,20-24,F,66
Nelson,MELAA,20-24,M,9
Nelson,MELAA,20-24,F,3
Nelson,Other,20-24,M,18
Nelson,Other,20-24,F,15
Nelson,European/Maori,20-24,M,96
Nelson,European/Maori,20-24,F,105
Nelson,European/Pacific Peoples,20-24,M,6
Nelson,European/Pacific Peoples,20-24,F,6
Nelson,European/Asian,20-24,M,6
Nelson,European/Asian,20-24,F,3
Nelson,European/Other Ethnicity,20-24,M,3
Nelson,European/Other Ethnicity,20-24,F,3
Nelson,Maori/Pacific Peoples,20-24,M,3
Nelson,Maori/Pacific Peoples,20-24,F,3
Nelson,Pacific Peoples/Asian,20-24,M,3
Nelson,European/Maori/Pacific Peoples,20-24,M,6
Nelson,European/Maori/Pacific Peoples,20-24,F,3
Nelson,Not Elsewhere Included,20-24,M,84
