Area,Ethnic groups (detailed),Age group,Sex,Value,Flags
"Total, Regional Council Areas","Maori/Asian/Middle Eastern/Latin American/African","15-19 Years","Female",3,
"Total, Regional Council Areas","Maori/Asian/Other Ethnicity","15-19 Years","Male",0,
"Total, Regional Council Areas","Maori/Asian/Other Ethnicity","15-19 Years","Female",0,
"Total, Regional Council Areas","Maori/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Male",0,
"Total, Regional Council Areas","Maori/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Female",0,
"Total, Regional Council Areas","Pacific Peoples/Maori/Other Ethnicity","15-19 Years","Male",3,
"Total, Regional Council Areas","Pacific Peoples/Maori/Other Ethnicity","15-19 Years","Female",3,
"Total, Regional Council Areas","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Male",0,
"Total, Regional Council Areas","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Female",0,
"Total, Regional Council Areas","Asian/Pacific Peoples/Middle Eastern/Latin American/African","15-19 Years","Male",3,
"Total, Regional Council Areas","Asian/Pacific Peoples/Middle Eastern/Latin American/African","15-19 Years","Female",0,
"Total, Regional Council Areas","Asian/Pacific Peoples/Other Ethnicity","15-19 Years","Male",0,
"Total, Regional Council Areas","Asian/Pacific Peoples/Other Ethnicity","15-19 Years","Female",0,
"Total, Regional Council Areas","Asian/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Male",0,
"Total, Regional Council Areas","Asian/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Female",0,
"Total, Regional Council Areas","Four ethnic groups","15-19 Years","Male",129,
"Total, Regional Council Areas","Four ethnic groups","15-19 Years","Female",105,
"Total, Regional Council Areas","Five ethnic groups","15-19 Years","Male",3,
"Total, Regional Council Areas","Five ethnic groups","15-19 Years","Female",3,
"Total, Regional Council Areas","Six ethnic groups","15-19 Years","Male",0,
"Total, Regional Council Areas","Six ethnic groups","15-19 Years","Female",0,
"Total, Regional Council Areas","Not Elsewhere Included","15-19 Years","Male",8583,
"Total, Regional Council Areas","Not Elsewhere Included","15-19 Years","Female",8460,
"Area Outside Region","European Only","15-19 Years","Male",,c
"Area Outside Region","European Only","15-19 Years","Female",,c
"Area Outside Region","Maori Only","15-19 Years","Male",,c
"Area Outside Region","Maori Only","15-19 Years","Female",,c
"Area Outside Region","Pacific Peoples Only","15-19 Years","Male",,c
"Area Outside Region","Pacific Peoples Only","15-19 Years","Female",,c
"Area Outside Region","Asian Only","15-19 Years","Male",,c
"Area Outside Region","Asian Only","15-19 Years","Female",,c
"Area Outside Region","Middle Eastern/Latin American/African Only","15-19 Years","Male",,c
"Area Outside Region","Middle Eastern/Latin American/African Only","15-19 Years","Female",,c
"Area Outside Region","Other Ethnicity Only","15-19 Years","Male",,c
"Area Outside Region","Other Ethnicity Only","15-19 Years","Female",,c
"Area Outside Region","European/Maori","15-19 Years","Male",,c
"Area Outside Region","European/Maori","15-19 Years","Female",,c
"Area Outside Region","European/Pacific Peoples","15-19 Years","Male",,c
"Area Outside Region","European/Pacific Peoples","15-19 Years","Female",,c
"Area Outside Region","European/Asian","15-19 Years","Male",,c
"Area Outside Region","European/Asian","15-19 Years","Female",,c
"Area Outside Region","European/Middle Eastern/Latin American/African","15-19 Years","Male",,c
"Area Outside Region","European/Middle Eastern/Latin American/African","15-19 Years","Female",,c
"Area Outside Region","European/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","European/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Maori/Pacific Peoples","15-19 Years","Male",,c
"Area Outside Region","Maori/Pacific Peoples","15-19 Years","Female",,c
"Area Outside Region","Maori/Asian","15-19 Years","Male",,c
"Area Outside Region","Maori/Asian","15-19 Years","Female",,c
"Area Outside Region","Maori/Middle Eastern/Latin American/African","15-19 Years","Male",,c
"Area Outside Region","Maori/Middle Eastern/Latin American/African","15-19 Years","Female",,c
"Area Outside Region","Maori/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","Maori/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Pacific Peoples/Asian","15-19 Years","Male",,c
"Area Outside Region","Pacific Peoples/Asian","15-19 Years","Female",,c
"Area Outside Region","Pacific Peoples/Middle Eastern/Latin American/African","15-19 Years","Male",,c
"Area Outside Region","Pacific Peoples/Middle Eastern/Latin American/African","15-19 Years","Female",,c
"Area Outside Region","Pacific Peoples/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","Pacific Peoples/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Asian/Middle Eastern/Latin American/African","15-19 Years","Male",,c
"Area Outside Region","Asian/Middle Eastern/Latin American/African","15-19 Years","Female",,c
"Area Outside Region","Asian/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","Asian/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","European/Maori/Pacific Peoples","15-19 Years","Male",,c
"Area Outside Region","European/Maori/Pacific Peoples","15-19 Years","Female",,c
"Area Outside Region","European/Maori/Asian","15-19 Years","Male",,c
"Area Outside Region","European/Maori/Asian","15-19 Years","Female",,c
"Area Outside Region","European/Maori/Middle Eastern/Latin American/African","15-19 Years","Male",,c
"Area Outside Region","European/Maori/Middle Eastern/Latin American/African","15-19 Years","Female",,c
"Area Outside Region","European/Maori/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","European/Maori/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","European/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","European/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Pacific Peoples/European/Asian","15-19 Years","Male",,c
"Area Outside Region","Pacific Peoples/European/Asian","15-19 Years","Female",,c
"Area Outside Region","Pacific Peoples/European/Middle Eastern/Latin American/African","15-19 Years","Male",,c
"Area Outside Region","Pacific Peoples/European/Middle Eastern/Latin American/African","15-19 Years","Female",,c
"Area Outside Region","Pacific Peoples/European/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","Pacific Peoples/European/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Asian/Middle Eastern/Latin American/African/European","15-19 Years","Male",,c
"Area Outside Region","Asian/Middle Eastern/Latin American/African/European","15-19 Years","Female",,c
"Area Outside Region","Asian/European/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","Asian/European/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Maori/Pacific Peoples/Asian","15-19 Years","Male",,c
"Area Outside Region","Maori/Pacific Peoples/Asian","15-19 Years","Female",,c
"Area Outside Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","15-19 Years","Male",,c
"Area Outside Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","15-19 Years","Female",,c
"Area Outside Region","Maori/Asian/Middle Eastern/Latin American/African","15-19 Years","Male",,c
"Area Outside Region","Maori/Asian/Middle Eastern/Latin American/African","15-19 Years","Female",,c
"Area Outside Region","Maori/Asian/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","Maori/Asian/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Pacific Peoples/Maori/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","Pacific Peoples/Maori/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","15-19 Years","Male",,c
"Area Outside Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","15-19 Years","Female",,c
"Area Outside Region","Asian/Pacific Peoples/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","Asian/Pacific Peoples/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Male",,c
"Area Outside Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","15-19 Years","Female",,c
"Area Outside Region","Four ethnic groups","15-19 Years","Male",,c
"Area Outside Region","Four ethnic groups","15-19 Years","Female",,c
"Area Outside Region","Five ethnic groups","15-19 Years","Male",,c
"Area Outside Region","Five ethnic groups","15-19 Years","Female",,c
"Area Outside Region","Six ethnic groups","15-19 Years","Male",,c
"Area Outside Region","Six ethnic groups","15-19 Years","Female",,c
"Area Outside Region","Not Elsewhere Included","15-19 Years","Male",,c
"Area Outside Region","Not Elsewhere Included","15-19 Years","Female",,c
"Northland Region","European Only","20-24 Years","Male",1416,
"Northland Region","European Only","20-24 Years","Female",1476,
"Northland Region","Maori Only","20-24 Years","Male",777,
"Northland Region","Maori Only","20-24 Years","Female",771,
"Northland Region","Pacific Peoples Only","20-24 Years","Male",48,
"Northland Region","Pacific Peoples Only","20-24 Years","Female",39,
"Northland Region","Asian Only","20-24 Years","Male",129,
"Northland Region","Asian Only","20-24 Years","Female",66,
"Northland Region","Middle Eastern/Latin American/African Only","20-24 Years","Male",3,
"Northland Region","Middle Eastern/Latin American/African Only","20-24 Years","Female",3,
"Northland Region","Other Ethnicity Only","20-24 Years","Male",42,
"Northland Region","Other Ethnicity Only","20-24 Years","Female",21,
"Northland Region","European/Maori","20-24 Years","Male",489,
"Northland Region","European/Maori","20-24 Years","Female",663,
"Northland Region","European/Pacific Peoples","20-24 Years","Male",24,
"Northland Region","European/Pacific Peoples","20-24 Years","Female",39,
"Northland Region","European/Asian","20-24 Years","Male",12,
"Northland Region","European/Asian","20-24 Years","Female",9,
"Northland Region","European/Middle Eastern/Latin American/African","20-24 Years","Male",0,
"Northland Region","European/Middle Eastern/Latin American/African","20-24 Years","Female",3,
"Northland Region","European/Other Ethnicity","20-24 Years","Male",3,
"Northland Region","European/Other Ethnicity","20-24 Years","Female",6,
"Northland Region","Maori/Pacific Peoples","20-24 Years","Male",27,
"Northland Region","Maori/Pacific Peoples","20-24 Years","Female",33,
"Northland Region","Maori/Asian","20-24 Years","Male",0,
"Northland Region","Maori/Asian","20-24 Years","Female",9,
"Northland Region","Maori/Middle Eastern/Latin American/African","20-24 Years","Male",0,
"Northland Region","Maori/Middle Eastern/Latin American/African","20-24 Years","Female",0,
"Northland Region","Maori/Other Ethnicity","20-24 Years","Male",0,
"Northland Region","Maori/Other Ethnicity","20-24 Years","Female",0,
"Northland Region","Pacific Peoples/Asian","20-24 Years","Male",0,
"Northland Region","Pacific Peoples/Asian","20-24 Years","Female",0,
"Northland Region","Pacific Peoples/Middle Eastern/Latin American/African","20-24 Years","Male",0,
"Northland Region","Pacific Peoples/Middle Eastern/Latin American/African","20-24 Years","Female",0,
"Northland Region","Pacific Peoples/Other Ethnicity","20-24 Years","Male",0,
"Northland Region","Pacific Peoples/Other Ethnicity","20-24 Years","Female",0,
"Northland Region","Asian/Middle Eastern/Latin American/African","20-24 Years","Male",0,
"Northland Region","Asian/Middle Eastern/Latin American/African","20-24 Years","Female",0,
"Northland Region","Asian/Other Ethnicity","20-24 Years","Male",0,
"Northland Region","Asian/Other Ethnicity","20-24 Years","Female",3,
"Northland Region","Middle Eastern/Latin American/African/Other Ethnicity","20-24 Years","Male",0,
"Northland Region","Middle Eastern/Latin American/African/Other Ethnicity","20-24 Years","Female",0,
"Northland Region","European/Maori/Pacific Peoples","20-24 Years","Male",24,
"Northland Region","European/Maori/Pacific Peoples","20-24 Years","Female",33,
"Northland Region","European/Maori/Asian","20-24 Years","Male",6,
"Northland Region","European/Maori/Asian","20-24 Years","Female",6,
"Northland Region","European/Maori/Middle Eastern/Latin American/African","20-24 Years","Male",3,
"Northland Region","European/Maori/Middle Eastern/Latin American/African","20-24 Years","Female",0,
"Northland Region","European/Maori/Other Ethnicity","20-24 Years","Male",0,
"Northland Region","European/Maori/Other Ethnicity","20-24 Years","Female",0,
"Northland Region","European/Middle Eastern/Latin American/African/Other Ethnicity","20-24 Years","Male",0,
"Northland Region","European/Middle Eastern/Latin American/African/Other Ethnicity","20-24 Years","Female",0,
"Northland Region","Pacific Peoples/European/Asian","20-24 Years","Male",3,
"Northland Region","Pacific Peoples/European/Asian","20-24 Years","Female",0,
"Northland Region","Pacific Peoples/European/Middle Eastern/Latin American/African","20-24 Years","Male",0,
"Northland Region","Pacific Peoples/European/Middle Eastern/Latin American/African","20-24 Years","Female",0,
